Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.4318952560424805,6.4466217406000625,6.3829070233251,6.414463833272292,493729600
2010-01-05,6.443015098571777,6.479380684972856,6.409053500255142,6.449627169287094,601904800
2010-01-06,6.340531349182129,6.468562292220805,6.333919277487496,6.443016052849092,552160000
2010-01-07,6.328810214996338,6.371487735528592,6.282827460801755,6.363974016902019,477131200
2010-01-08,6.370886325836182,6.371487824601399,6.28312889991774,6.320395339759796,447610800
2010-01-11,6.314684867858887,6.401541037129568,6.264794584715682,6.395530062951679,462229600
2010-01-12,6.242856502532959,6.304468204800475,6.203786361825267,6.287035972907079,594459600
2010-01-13,6.330913543701172,6.33932890788168,6.134059348087885,6.247363808204108,605892000
2010-01-14,6.294247627258301,6.325203743359952,6.281925531320086,6.314684939695618,432894000
2010-01-15,6.189059257507324,6.359466801011032,6.187255964862835,6.339330033147573,594067600
2010-01-19,6.462851524353027,6.467359755095036,6.228429544768198,6.261188151026868,730007600
2010-01-20,6.363370895385742,6.478177262109791,6.296349754580746,6.458942551023435,612152800
2010-01-21,6.253374099731445,6.410858432380645,6.227527710128726,6.373892140451176,608154400
2010-01-22,5.943215847015381,6.236244073750303,5.925484272268936,6.214605365026937,881767600
2010-01-25,6.1031036376953125,6.152091477371567,6.01654760669144,6.086273309479745,1065699600
2010-01-26,6.189359664916992,6.4228808405773234,6.088377686732361,6.189660213684209,1867110000
2010-01-27,6.2476630210876465,6.328808755947136,5.996710093281876,6.216706908749496,1722568400
2010-01-28,5.989499092102051,6.176135862114551,5.971767517537085,6.159005385078344,1173502400
2010-01-29,5.772206783294678,6.076956368260788,5.7178086679858025,6.043295713665976,1245952400
2010-02-01,5.85245418548584,5.890623089853694,5.7493683295654225,5.781526256468464,749876400
2010-02-02,5.886411666870117,5.900236906258077,5.811877599981068,5.887914811548451,698342400
2010-02-03,5.987696647644043,6.016849480651491,5.843135881634904,5.865676640889437,615328000
2010-02-04,5.77190637588501,5.961848345925049,5.757480037765541,5.912559159883469,757652000
2010-02-05,5.8743896484375,5.890619277087695,5.7358399176861825,5.789336779962896,850306800
2010-02-08,5.834117889404297,5.947121795847802,5.8305113049135535,5.881303233958261,478270800
2010-02-09,5.896332263946533,5.935702954164021,5.853054037941428,5.903244485293576,632886800
2010-02-10,5.864173889160156,5.908654711263722,5.838327494329845,5.887315344731461,370361600
2010-02-11,5.970865249633789,6.003324113722218,5.8323154845014855,5.856960081004423,550345600
2010-02-12,6.022258758544922,6.060127101910363,5.875594165514762,5.954035389971698,655468800
2010-02-16,6.113020896911621,6.1217364079160514,6.056518945299154,6.069141589390607,543737600
2010-02-17,6.0874762535095215,6.140371229837668,6.036683914686757,6.136764644742558,436396800
2010-02-18,6.098896503448486,6.127748783887258,6.038487404927767,6.059825564905689,422825200
2010-02-19,6.061028003692627,6.107011161432027,6.044197674401962,6.066738831398435,415469600
2010-02-22,6.023458957672119,6.085971882932482,5.986492671691173,6.081163505040622,390563600
2010-02-23,5.922478199005127,6.050809709847602,5.881905320461514,6.010837527553492,575094800
2010-02-24,6.030673503875732,6.054115503534688,5.945919961288152,5.957641362384314,460566400
2010-02-25,6.07094669342041,6.096793086715012,5.917369873796067,5.93209636317556,665126000
2010-02-26,6.149687767028809,6.16621754725171,6.070945999720931,6.082366451119776,507460800
2010-03-01,6.2810235023498535,6.296350682231176,6.174631277805684,6.183647336782919,550093600
2010-03-02,6.27681827545166,6.3363253312647645,6.243457760770478,6.30927634122238,566546400
2010-03-03,6.291243076324463,6.307472710239651,6.249468401498559,6.27952247658583,372052800
2010-03-04,6.332716941833496,6.339028465074331,6.270204010676627,6.289740079117296,366041200
2010-03-05,6.58036470413208,6.602905460135802,6.450530447121359,6.459847458793137,899620400
2010-03-08,6.584271430969238,6.614625650416566,6.559326286398969,6.61222166172306,429889600
2010-03-09,6.7026848793029785,6.7621919262095584,6.548506983317725,6.5611296294393195,920259200
2010-03-10,6.757382869720459,6.776617988763062,6.708094482240464,6.7270286512813575,596218000
2010-03-11,6.777218818664551,6.777218818664551,6.711701195587345,6.729433572354464,405700400
2010-03-12,6.81027889251709,6.844239697013196,6.78473265037516,6.833419942157783,416323600
2010-03-15,6.727329254150391,6.77721833823525,6.619434263735913,6.773612555919085,493502800
2010-03-16,6.745660781860352,6.761589460980633,6.687355941737034,6.73754636859024,446908000
2010-03-17,6.735743999481201,6.8057698467089285,6.710198160157494,6.7591859977108,450956800
2010-03-18,6.751672267913818,6.762191071474466,6.690361535006137,6.735141687632884,342109600
2010-03-19,6.679543495178223,6.769405570597683,6.64888792206765,6.755881277286181,559445600
2010-03-22,6.7546796798706055,6.792247877978546,6.6164304443057445,6.626048005745665,456419600
2010-03-23,6.8631720542907715,6.875795098288545,6.735140729912825,6.781424422038171,602431200
2010-03-24,6.893529415130615,6.918474561685097,6.837628146643048,6.841535681905854,597780400
2010-03-25,6.811781883239746,6.941616546260621,6.799759932256301,6.940113401120969,542284400
2010-03-26,6.93951416015625,6.97107058248077,6.868886391200941,6.880908344010415,640875200
2010-03-29,6.984292984008789,7.0287734008581,6.96115193177875,7.002626860831929,540744400
2010-03-30,7.088279724121094,7.137268768885871,7.040192726868982,7.110820479003854,527310000
2010-03-31,7.0627312660217285,7.111119198108857,7.046502441218831,7.077458551352456,430659600
2010-04-01,7.091887950897217,7.174837017130003,6.99511363902552,7.135166178189813,603145200
2010-04-05,7.16762113571167,7.168222233053592,7.05581943771375,7.06213136107051,684507600
2010-04-06,7.199182510375977,7.220220126982528,7.122844708848864,7.158909767698402,447017200
2010-04-07,7.23103666305542,7.270708290364544,7.1727310156688056,7.199479449674695,628502000
2010-04-08,7.211502552032471,7.259288600916294,7.154098942860059,7.226229039957672,572989200
2010-04-09,7.266801834106445,7.269808124195066,7.226830053422004,7.255982881441017,334182800
2010-04-12,7.281828880310059,7.3052708794468755,7.267402540820726,7.279123540389135,333026400
2010-04-13,7.286036968231201,7.29715767469817,7.2463653305909,7.268906891047291,306210800
2010-04-14,7.3840131759643555,7.387619760901099,7.335325884385047,7.371691078697165,404076400
2010-04-15,7.481088638305664,7.4843942733300315,7.378603519616243,7.386717934700336,376784800
2010-04-16,7.435406684875488,7.547809521067203,7.349752288854201,7.470569688357853,750545600
2010-04-19,7.42548942565918,7.450133624592572,7.266201772653497,7.424287230465673,566924400
2010-04-20,7.350951194763184,7.491003653532154,7.3019629693119255,7.469665100953216,738326400
2010-04-21,7.790648460388184,7.821604588021663,7.685758927050344,7.778025409768657,982391200
2010-04-22,8.008539199829102,8.01695456486846,7.699882453669225,7.7611935964226,793424800
2010-04-23,8.139575004577637,8.180147881017373,8.024467645060442,8.054220766769573,796955600
2010-04-26,8.099602699279785,8.188562713683732,8.06023121783527,8.171131690283849,479068800
2010-04-27,7.875397205352783,8.049711430730106,7.829715410104387,8.032580556878655,709343600
2010-04-28,7.86217737197876,7.934306681254186,7.706196145635188,7.911766723530746,758402400
2010-04-29,8.073755264282227,8.114628280239533,7.874495900724252,7.904850114008234,558840800
2010-04-30,7.8468475341796875,8.13176051137049,7.844142996838848,8.093892173398718,542463600
2010-05-03,8.004929542541504,8.050913082591519,7.900641172162792,7.929493841224158,454342000
2010-05-04,7.774416923522949,7.912967088779177,7.716413020950216,7.900945941280187,723819600
2010-05-05,7.693573951721191,7.758190751482941,7.475380299080423,7.604613898603922,883103200
2010-05-06,7.400845527648926,7.7614952724967745,5.988297817916335,7.628655908346917,1285860800
2010-05-07,7.088581085205078,7.410462028593193,6.768504237151165,7.324507479360891,1676018400
2010-05-10,7.6334638595581055,7.653300080986782,7.469368222224916,7.521061814929749,984306400
2010-05-11,7.709502696990967,7.810784842055755,7.528576317174434,7.5688482546204225,848906800
2010-05-12,7.876901149749756,7.908157413763119,7.775017943622853,7.79124596926319,654379600
2010-05-13,7.764796257019043,7.964355711892393,7.705889534049073,7.91085886371351,599712400
2010-05-14,7.62835168838501,7.7082960326687635,7.49851786799425,7.668624409208654,759362800
2010-05-17,7.640375137329102,7.699281888000123,7.4447223209765845,7.654801476889356,762834800
2010-05-18,7.584476947784424,7.7705122601386964,7.52136249584193,7.723327297497441,782678400
2010-05-19,7.463654041290283,7.601302109293705,7.358765374022063,7.498516881254465,1025726800
2010-05-20,7.145682334899902,7.328712062821531,7.099097691852232,7.269504375508063,1282915200
2010-05-21,7.282729148864746,7.348247152974883,6.9530340838527,6.9972135339471775,1223891200
2010-05-24,7.416172981262207,7.540597792457473,7.401146341912232,7.431801520821137,754238800
2010-05-25,7.369888782501221,7.416171690379293,7.127652079237587,7.193470256897142,1048006400
2010-05-26,7.336529731750488,7.577565090476933,7.3257099733197935,7.515953780991485,850654000
2010-05-27,7.614225387573242,7.63045501444043,7.486795971933645,7.531576516341607,666282400
2010-05-28,7.7203168869018555,7.796053538918117,7.614225223591323,7.795753391545442,815614800
2010-06-01,7.839034080505371,7.992610888200804,7.782832665184329,7.804772323788451,876472800
2010-06-02,7.932801723480225,7.958347158401793,7.824004702462592,7.950532892439954,688548000
2010-06-03,7.907857894897461,7.980889232550517,7.826410389971874,7.9697685278784975,650106800
2010-06-04,7.692668437957764,7.8711895428429735,7.652696666385131,7.76028988620219,758304400
2010-06-07,7.541797161102295,7.788541645347556,7.530075359559685,7.762695257528763,886942000
2010-06-08,7.493410110473633,7.627752583311897,7.382810585931765,7.610921854507705,1000770400
2010-06-09,7.309180736541748,7.570653436368072,7.28784297072502,7.557729433783727,854630000
2010-06-10,7.528876304626465,7.543000895287803,7.279125453059381,7.358468736032331,776356000
